receipt_number,word,POS,tag,
3_22,:,:,TOTAL_ITEMS,
3_22,1,CD,TOTAL_ITEMS,
3_22,Total,NN,TOTAL,
3_22,:,:,TOTAL,
3_22,RS,JJ,TOTAL,
3_22,75,CD,TOTAL,
3_22,Paid,VBN,CASH,
3_22,by,IN,CASH,
3_22,cash,NN,CASH,
3_22,:,:,CASH,
3_22,RS,JJ,CASH,
3_22,75,CD,CASH,
3_22,Change,NN,BALANCE,
3_22,:,:,BALANCE,
3_22,RS,JJ,BALANCE,
3_22,0,CD,BALANCE,
3_22,Thank,NNP,EXTRA,
3_22,You,PRP,EXTRA,
3_22,For,IN,EXTRA,
3_22,Shopping,VBG,EXTRA,
3_22,Notice,NNP,EXTRA,
3_22,Any,NNP,EXTRA,
3_22,Discrepancy,NNP,EXTRA,
3_22,",",",",EXTRA,
3_22,return,VBP,EXTRA,
3_22,the,DT,EXTRA,
3_22,item,NN,EXTRA,
3_22,(,(,EXTRA,
3_22,exchangeable*,NN,EXTRA,
3_22,),),EXTRA,
3_22,&,CC,EXTRA,
3_22,bill,NN,EXTRA,
3_22,within,IN,EXTRA,
3_22,7,CD,EXTRA,
3_22,days,NNS,EXTRA,
3_22,Designed,VBN,EXTRA,
3_22,by,IN,EXTRA,
3_22,NVM,NNP,EXTRA,
3_22,SOLUTIONS,NNP,EXTRA,
3_22,776843023,CD,EXTRA,
3_22,",",",",EXTRA,
3_22,113159693,CD,EXTRA,
3_21,Mega,JJ,SHOP_NAME,
3_21,Mall,NNP,SHOP_NAME,
3_21,Super,NNP,SHOP_NAME,
3_21,Market,NNP,SHOP_NAME,
3_21,114,CD,SHOP_ADDRESS,
3_21,",",",",SHOP_ADDRESS,
3_21,Navalar,NNP,SHOP_ADDRESS,
3_21,Road,NNP,SHOP_ADDRESS,
3_21,",",",",SHOP_ADDRESS,
3_21,Jaffna,NNP,SHOP_ADDRESS,
3_21,TEL,NNP,TELEPHONE_NUMBER,
3_21,:021,VBD,TELEPHONE_NUMBER,
3_21,222,CD,TELEPHONE_NUMBER,
3_21,4343,CD,TELEPHONE_NUMBER,
3_21,"March,22,2019,20:03",NNP,TIME,
3_21,Ref,NNP,INVOICE_NUMBER,
3_21,278429,CD,INVOICE_NUMBER,
3_21,User,NNP,USER,
3_21,sivaa,NN,USER,
3_21,Kotmale,NNP,PRODUCT_NAME,
3_21,:,:,PRODUCT_NAME,
3_21,chocolate,NN,PRODUCT_NAME,
3_21,malt,NN,PRODUCT_NAME,
3_21,food,NN,PRODUCT_NAME,
3_21,drink,VB,PRODUCT_NAME,
3_21,:,:,PRODUCT_NAME,
3_21,180ml,CD,PRODUCT_NAME,
3_21,BV00274,NNP,BATCH_CODE,
3_21,:,:,EXTRA,
3_21,1,CD,QTY,
3_21,x50.00,NN,UNIT_PRICE,
3_21,=,VBD,EXTRA,
3_21,50,CD,AMOUNT,
3_21,Snack,NNP,PRODUCT_NAME,
3_21,balls,VBZ,PRODUCT_NAME,
3_21,tipi,JJ,PRODUCT_NAME,
3_21,tip,NN,PRODUCT_NAME,
3_21,uswatte,SYM,PRODUCT_NAME,
3_21,:,:,PRODUCT_NAME,
3_21,50g,CD,PRODUCT_NAME,
3_21,SN00131,NN,BATCH_CODE,
3_21,:,:,EXTRA,
3_21,1,CD,QTY,
3_21,x100.00,NN,UNIT_PRICE,
3_21,=,VBD,EXTRA,
3_21,100,CD,AMOUNT,
3_21,Soan,NNP,PRODUCT_NAME,
3_21,papdi:,JJ,PRODUCT_NAME,
3_21,haldiram,NN,PRODUCT_NAME,
3_21,s:cardamom,JJ,PRODUCT_NAME,
3_21,:,:,PRODUCT_NAME,
3_21,250g,CD,PRODUCT_NAME,
3_21,CS00172,NN,BATCH_CODE,
3_21,:,:,EXTRA,
3_21,1,CD,QTY,
3_21,x350.00,NN,UNIT_PRICE,
3_21,=,VBD,EXTRA,
3_21,350,CD,AMOUNT,
3_21,Special,JJ,PRODUCT_NAME,
3_21,mixture,NN,PRODUCT_NAME,
3_21,one,CD,PRODUCT_NAME,
3_21,mixture:100g,JJ,PRODUCT_NAME,
3_21,SN00238,NN,BATCH_CODE,
3_21,:,:,EXTRA,
3_21,3,CD,QTY,
3_21,x50.00,NN,UNIT_PRICE,
3_21,=,VBD,EXTRA,
3_21,150,CD,AMOUNT,
3_21,Strepsils,NNP,PRODUCT_NAME,
3_21,:1,NNP,PRODUCT_NAME,
3_21,lozenges,VBZ,PRODUCT_NAME,
3_21,0,JJ,PRODUCT_NAME,
3_21,PY000354,NNP,BATCH_CODE,
3_21,:,:,EXTRA,
3_21,6,CD,QTY,
3_21,x10.00,NN,UNIT_PRICE,
3_21,=,VBD,EXTRA,
3_21,60,CD,AMOUNT,
3_21,Tipi,NNP,PRODUCT_NAME,
3_21,tip,NN,PRODUCT_NAME,
3_21,:,:,PRODUCT_NAME,
3_21,uswatte,JJ,PRODUCT_NAME,
3_21,:,:,PRODUCT_NAME,
3_21,onion,NN,PRODUCT_NAME,
3_21,:,:,PRODUCT_NAME,
3_21,14g,CD,PRODUCT_NAME,
3_21,SN00162,NN,BATCH_CODE,
3_21,:,:,EXTRA,
3_21,1,CD,QTY,
3_21,x30.00,NN,UNIT_PRICE,
3_21,=,VBD,EXTRA,
3_21,30,CD,AMOUNT,
3_21,No,NNP,TOTAL_ITEMS,
3_21,of,IN,TOTAL_ITEMS,
3_21,item,NN,TOTAL_ITEMS,
3_21,:,:,TOTAL_ITEMS,
3_21,6,CD,TOTAL_ITEMS,
3_21,Total,NN,TOTAL,
3_21,:,:,TOTAL,
3_21,RS,JJ,TOTAL,
3_21,740,CD,TOTAL,
3_21,Paid,VBN,CASH,
3_21,by,IN,CASH,
3_21,cash,NN,CASH,
3_21,:,:,CASH,
3_21,RS,JJ,CASH,
3_21,1000,CD,CASH,
3_21,Change,NN,BALANCE,
3_21,:,:,BALANCE,
3_21,RS,JJ,BALANCE,
3_21,260,CD,BALANCE,
3_21,Thank,NNP,EXTRA,
3_21,You,PRP,EXTRA,
3_21,For,IN,EXTRA,
3_21,Shopping,VBG,EXTRA,
3_21,Notice,NNP,EXTRA,
3_21,Any,NNP,EXTRA,
3_21,Discrepancy,NNP,EXTRA,
3_21,",",",",EXTRA,
3_21,return,VBP,EXTRA,
3_21,the,DT,EXTRA,
3_21,item,NN,EXTRA,
3_21,(,(,EXTRA,
3_21,exchangeable*,NN,EXTRA,
3_21,),),EXTRA,
3_21,&,CC,EXTRA,
3_21,bill,NN,EXTRA,
3_21,within,IN,EXTRA,
3_21,7,CD,EXTRA,
3_21,days,NNS,EXTRA,
3_21,Designed,VBN,EXTRA,
3_21,by,IN,EXTRA,
3_21,NVM,NNP,EXTRA,
3_21,SOLUTIONS,NNP,EXTRA,
3_21,776843023,CD,EXTRA,
3_21,",",",",EXTRA,
3_21,113159693,CD,EXTRA,
3_17,Mega,JJ,SHOP_NAME,
3_17,Mall,NNP,SHOP_NAME,
3_17,Super,NNP,SHOP_NAME,
3_17,Market,NNP,SHOP_NAME,
3_17,114,CD,SHOP_ADDRESS,
3_17,",",",",SHOP_ADDRESS,
3_17,Navalar,NNP,SHOP_ADDRESS,
3_17,Road,NNP,SHOP_ADDRESS,
3_17,",",",",SHOP_ADDRESS,
3_17,Jaffna,NNP,SHOP_ADDRESS,
3_17,TEL,NNP,TELEPHONE_NUMBER,
3_17,:021,VBD,TELEPHONE_NUMBER,
3_17,222,CD,TELEPHONE_NUMBER,
3_17,4343,CD,TELEPHONE_NUMBER,
3_17,"March,20,2019,12:11",NNP,TIME,
3_17,Ref,NNP,INVOICE_NUMBER,
3_17,277635,CD,INVOICE_NUMBER,
3_17,User,NNP,USER,
3_17,sivaa,NN,USER,
3_17,Sony,NNP,PRODUCT_NAME,
3_17,:,:,PRODUCT_NAME,
3_17,aaa,NN,PRODUCT_NAME,
3_17,:,:,PRODUCT_NAME,
3_17,1pcs,CD,PRODUCT_NAME,
3_17,ET00402,NN,BATCH_CODE,
3_17,:,:,EXTRA,
3_17,2,CD,QTY,
3_17,x35.00,NN,AMOUNT,
3_17,=,VBD,EXTRA,
3_17,70,CD,AMOUNT,
3_17,No,NNP,TOTAL_ITEMS,
3_17,of,IN,TOTAL_ITEMS,
3_17,item,NN,TOTAL_ITEMS,
3_17,:,:,TOTAL_ITEMS,
3_17,1,CD,TOTAL_ITEMS,
3_17,Total,NN,TOTAL,
3_17,:,:,TOTAL,
3_17,RS,JJ,TOTAL,
3_17,70,CD,TOTAL,
3_17,Paid,VBN,CASH,
3_17,by,IN,CASH,
3_17,cash,NN,CASH,
3_17,:,:,CASH,
3_17,RS,JJ,CASH,
3_17,100,CD,CASH,
3_17,Change,NN,BALANCE,
3_17,:,:,BALANCE,
3_17,RS,JJ,BALANCE,
3_17,30,CD,BALANCE,
3_17,Thank,NNP,EXTRA,
3_17,You,PRP,EXTRA,
3_17,For,IN,EXTRA,
3_17,Shopping,VBG,EXTRA,
3_17,Notice,NNP,EXTRA,
3_17,Any,NNP,EXTRA,
3_17,Discrepancy,NNP,EXTRA,
3_17,",",",",EXTRA,
3_17,return,VBP,EXTRA,
3_17,the,DT,EXTRA,
3_17,item,NN,EXTRA,
3_17,(,(,EXTRA,
3_17,exchangeable*,NN,EXTRA,
3_17,),),EXTRA,
3_17,&,CC,EXTRA,
3_17,bill,NN,EXTRA,
3_17,within,IN,EXTRA,
3_17,7,CD,EXTRA,
3_17,days,NNS,EXTRA,
3_17,Designed,VBN,EXTRA,
3_17,by,IN,EXTRA,
3_17,NVM,NNP,EXTRA,
3_17,SOLUTIONS,NNP,EXTRA,
3_17,776843023,CD,EXTRA,
3_17,",",",",EXTRA,
3_17,113159693,CD,EXTRA,
3_4,Mega,JJ,SHOP_NAME,
3_4,Mall,NNP,SHOP_NAME,
3_4,Super,NNP,SHOP_NAME,
3_4,Market,NNP,SHOP_NAME,
3_4,114,CD,SHOP_ADDRESS,
3_4,",",",",SHOP_ADDRESS,
3_4,Navalar,NNP,SHOP_ADDRESS,
3_4,Road,NNP,SHOP_ADDRESS,
3_4,",",",",SHOP_ADDRESS,
3_4,Jaffna,NNP,SHOP_ADDRESS,
3_4,TEL,NNP,TELEPHONE_NUMBER,
3_4,:021,VBD,TELEPHONE_NUMBER,
3_4,222,CD,TELEPHONE_NUMBER,
3_4,4343,CD,TELEPHONE_NUMBER,
3_4,"March,23,2019,11:58",NNP,TIME,
3_4,Ref,NNP,INVOICE_NUMBER,
3_4,278545,CD,INVOICE_NUMBER,
3_4,User,NNP,USER,
3_4,sivaa,NN,USER,
3_4,Maliban,NNP,PRODUCT_NAME,
3_4,faluda,VBZ,PRODUCT_NAME,
3_4,marie,JJ,PRODUCT_NAME,
3_4,biscuits:75g,JJ,PRODUCT_NAME,
3_4,BS09019,NNP,BATCH_CODE,
3_4,:,:,EXTRA,
3_4,1,CD,QTY,
3_4,x,$,EXTRA,
3_4,40,CD,UNIT_PRICE,
3_4,=,JJ,EXTRA,
3_4,40,CD,AMOUNT,
3_4,Maliban,NNP,PRODUCT_NAME,
3_4,real,JJ,PRODUCT_NAME,
3_4,doubles,NNS,PRODUCT_NAME,
3_4,:,:,PRODUCT_NAME,
3_4,strawberry,NN,PRODUCT_NAME,
3_4,100g,CD,PRODUCT_NAME,
3_4,BS00409,NNP,BATCH_CODE,
3_4,:,:,EXTRA,
3_4,1,CD,QTY,
3_4,x,$,EXTRA,
3_4,60,CD,UNIT_PRICE,
3_4,=,JJ,EXTRA,
3_4,60,CD,AMOUNT,
3_4,Munchee,NNP,PRODUCT_NAME,
3_4,potato,NN,PRODUCT_NAME,
3_4,cracker,NN,PRODUCT_NAME,
3_4,:,:,PRODUCT_NAME,
3_4,150g,CD,PRODUCT_NAME,
3_4,BS01150,NNP,BATCH_CODE,
3_4,:,:,EXTRA,
3_4,1,CD,QTY,
3_4,x,$,EXTRA,
3_4,100,CD,UNIT_PRICE,
3_4,=,JJ,EXTRA,
3_4,100,CD,AMOUNT,
3_4,Nelli,NNP,PRODUCT_NAME,
3_4,crush:amirtham,JJ,PRODUCT_NAME,
3_4,Nov:75,JJ,PRODUCT_NAME,
3_4,JS00249,NN,BATCH_CODE,
3_4,:,:,EXTRA,
3_4,1,CD,QTY,
3_4,x,$,EXTRA,
3_4,280,CD,UNIT_PRICE,
3_4,=,NNP,EXTRA,
3_4,280,CD,AMOUNT,
3_4,No,NNP,TOTAL_ITEMS,
3_4,of,IN,TOTAL_ITEMS,
3_4,item,NN,TOTAL_ITEMS,
3_4,:,:,TOTAL_ITEMS,
3_4,4,CD,TOTAL_ITEMS,
3_4,Total,NN,TOTAL,
3_4,:,:,TOTAL,
3_4,RS,JJ,TOTAL,
3_4,480,CD,TOTAL,
3_4,Paid,VBN,CASH,
3_4,by,IN,CASH,
3_4,card,NN,CASH,
3_4,:,:,CASH,
3_4,RS,JJ,CASH,
3_4,480,CD,CASH,
3_4,Paid,VBN,CASH,
3_4,by,IN,CASH,
3_4,cash,NN,CASH,
3_4,:,:,CASH,
3_4,RS,JJ,CASH,
3_4,0,CD,CASH,
3_4,Change,NN,BALANCE,
3_4,:,:,BALANCE,
3_4,RS,JJ,BALANCE,
3_4,0,CD,BALANCE,
3_4,Thank,NNP,EXTRA,
3_4,You,PRP,EXTRA,
3_4,For,IN,EXTRA,
3_4,Shopping,VBG,EXTRA,
3_4,Notice,NNP,EXTRA,
3_4,Any,NNP,EXTRA,
3_4,Discrepancy,NNP,EXTRA,
3_4,",",",",EXTRA,
3_4,return,VBP,EXTRA,
3_4,the,DT,EXTRA,
3_4,item,NN,EXTRA,
3_4,(,(,EXTRA,
3_4,exchangeable*,NN,EXTRA,
3_4,),),EXTRA,
3_4,&,CC,EXTRA,
3_4,bill,NN,EXTRA,
3_4,within,IN,EXTRA,
3_4,7days,CD,EXTRA,
3_4,Designed,VBN,EXTRA,
3_4,by,IN,EXTRA,
3_4,NVM,NNP,EXTRA,
3_4,SOLUTIONS,NNP,EXTRA,
3_4,776843023,CD,EXTRA,
3_4,",",",",EXTRA,
3_4,113159693,CD,EXTRA,
3_15,Mega,JJ,SHOP_NAME,
3_15,Mall,NNP,SHOP_NAME,
3_15,Super,NNP,SHOP_NAME,
3_15,Market,NNP,SHOP_NAME,
3_15,114,CD,SHOP_ADDRESS,
3_15,",",",",SHOP_ADDRESS,
3_15,Navalar,NNP,SHOP_ADDRESS,
3_15,Road,NNP,SHOP_ADDRESS,
3_15,",",",",SHOP_ADDRESS,
3_15,Jaffna,NNP,SHOP_ADDRESS,
3_15,TEL,NNP,TELEPHONE_NUMBER,
3_15,:021,VBD,TELEPHONE_NUMBER,
3_15,222,CD,TELEPHONE_NUMBER,
3_15,4343,CD,TELEPHONE_NUMBER,
3_15,"March,20,2019,13:49",NNP,TIME,
3_15,Ref,NNP,INVOICE_NUMBER,
3_15,277687,CD,INVOICE_NUMBER,
3_15,User,NNP,USER,
3_15,sivaa,NN,USER,
3_15,Toffee,NNP,PRODUCT_NAME,
3_15,:,:,PRODUCT_NAME,
3_15,1pcs,CD,PRODUCT_NAME,
3_15,CS00503,NN,BATCH_CODE,
3_15,:,:,EXTRA,
3_15,1,CD,QTY,
3_15,x3.00,NN,UNIT_PRICE,
3_15,=,VBD,EXTRA,
3_15,3,CD,AMOUNT,
3_15,Toffee,NNP,PRODUCT_NAME,
3_15,:,:,PRODUCT_NAME,
3_15,1pcs,CD,PRODUCT_NAME,
3_15,CS00502,NN,BATCH_CODE,
3_15,:,:,EXTRA,
3_15,1,CD,QTY,
3_15,x2.00,NN,UNIT_PRICE,
3_15,=,VBD,EXTRA,
3_15,2,CD,AMOUNT,
3_15,No,NNP,TOTAL_ITEMS,
3_15,of,IN,TOTAL_ITEMS,
3_15,item,NN,TOTAL_ITEMS,
3_15,:,:,TOTAL_ITEMS,
3_15,2,CD,TOTAL_ITEMS,
3_15,Total,NN,TOTAL,
3_15,:,:,TOTAL,
3_15,RS,JJ,TOTAL,
3_15,5,CD,TOTAL,
3_15,Paid,VBN,CASH,
3_15,by,IN,CASH,
3_15,cash,NN,CASH,
3_15,:,:,CASH,
3_15,RS,JJ,CASH,
3_15,5,CD,CASH,
3_15,Change,NN,BALANCE,
3_15,:,:,BALANCE,
3_15,RS,JJ,BALANCE,
3_15,0,CD,BALANCE,
3_15,Thank,NNP,EXTRA,
3_15,You,PRP,EXTRA,
3_15,For,IN,EXTRA,
3_15,Shopping,VBG,EXTRA,
3_15,Notice,NNP,EXTRA,
3_15,Any,NNP,EXTRA,
3_15,Discrepancy,NNP,EXTRA,
3_15,",",",",EXTRA,
3_15,return,VBP,EXTRA,
3_15,the,DT,EXTRA,
3_15,item,NN,EXTRA,
3_15,(,(,EXTRA,
3_15,exchangeable*,NN,EXTRA,
3_15,),),EXTRA,
3_15,&,CC,EXTRA,
3_15,bill,NN,EXTRA,
3_15,within,IN,EXTRA,
3_15,7,CD,EXTRA,
3_15,days,NNS,EXTRA,
3_15,Designed,VBN,EXTRA,
3_15,by,IN,EXTRA,
3_15,NVM,NNP,EXTRA,
3_15,SOLUTIONS,NNP,EXTRA,
3_15,776843023,CD,EXTRA,
3_15,",",",",EXTRA,
3_15,113159693,CD,EXTRA,
3_12,Mega,JJ,SHOP_NAME,
3_12,Mall,NNP,SHOP_NAME,
3_12,Super,NNP,SHOP_NAME,
3_12,Market,NNP,SHOP_NAME,
3_12,114,CD,SHOP_ADDRESS,
3_12,",",",",SHOP_ADDRESS,
3_12,Navalar,NNP,SHOP_ADDRESS,
3_12,Road,NNP,SHOP_ADDRESS,
3_12,",",",",SHOP_ADDRESS,
3_12,Jaffna,NNP,SHOP_ADDRESS,
3_12,TEL,NNP,TELEPHONE_NUMBER,
3_12,:021,VBD,TELEPHONE_NUMBER,
3_12,222,CD,TELEPHONE_NUMBER,
3_12,4343,CD,TELEPHONE_NUMBER,
3_12,"March,20,2019,12:59",NNP,TIME,
3_12,Ref,NNP,INVOICE_NUMBER,
3_12,277662,CD,INVOICE_NUMBER,
3_12,User,NNP,USER,
3_12,sivaa,JJ,USER,
3_12,Airtel,NNP,PRODUCT_NAME,
3_12,card,NN,PRODUCT_NAME,
3_12,:,:,PRODUCT_NAME,
3_12,100/=,CD,PRODUCT_NAME,
3_12,RD00109,NN,BATCH_CODE,
3_12,:,:,EXTRA,
3_12,1,CD,QTY,
3_12,x100.00,NN,UNIT_PRICE,
3_12,=,VBD,EXTRA,
3_12,100,CD,AMOUNT,
3_12,Airtel,NNP,PRODUCT_NAME,
3_12,card,NN,PRODUCT_NAME,
3_12,:,:,PRODUCT_NAME,
3_12,50/=,CD,PRODUCT_NAME,
3_12,RD00104,NN,BATCH_CODE,
3_12,:,:,EXTRA,
3_12,1,CD,QTY,
3_12,x50.00,NN,UNIT_PRICE,
3_12,=,VBD,EXTRA,
3_12,50,CD,AMOUNT,
3_12,No,NNP,TOTAL_ITEMS,
3_12,of,IN,TOTAL_ITEMS,
3_12,item,NN,TOTAL_ITEMS,
3_12,:,:,TOTAL_ITEMS,
3_12,2,CD,TOTAL_ITEMS,
3_12,Total,NN,TOTAL,
3_12,:,:,TOTAL,
3_12,RS,JJ,TOTAL,
3_12,150,CD,TOTAL,
3_12,Paid,VBN,CASH,
3_12,by,IN,CASH,
3_12,cash,NN,CASH,
3_12,:,:,CASH,
3_12,RS,JJ,CASH,
3_12,150,CD,CASH,
3_12,Change,NN,BALANCE,
3_12,:,:,BALANCE,
3_12,RS,JJ,BALANCE,
3_12,0,CD,BALANCE,
3_12,Thank,NNP,EXTRA,
3_12,You,PRP,EXTRA,
3_12,For,IN,EXTRA,
3_12,Shopping,VBG,EXTRA,
3_12,Notice,NNP,EXTRA,
3_12,Any,NNP,EXTRA,
3_12,Discrepancy,NNP,EXTRA,
3_12,",",",",EXTRA,
3_12,return,VBP,EXTRA,
3_12,the,DT,EXTRA,
3_12,item,NN,EXTRA,
3_12,(,(,EXTRA,
3_12,exchangeable*,NN,EXTRA,
3_12,),),EXTRA,
3_12,&,CC,EXTRA,
3_12,bill,NN,EXTRA,
3_12,within,IN,EXTRA,
3_12,7,CD,EXTRA,
3_12,days,NNS,EXTRA,
3_12,Designed,VBN,EXTRA,
3_12,by,IN,EXTRA,
3_12,NVM,NNP,EXTRA,
3_12,SOLUTIONS,NNP,EXTRA,
3_12,776843023,CD,EXTRA,
3_12,",",",",EXTRA,
3_12,113159693,CD,EXTRA,
3_5,Mega,JJ,SHOP_NAME,
3_5,Mall,NNP,SHOP_NAME,
3_5,Super,NNP,SHOP_NAME,
3_5,Market,NNP,SHOP_NAME,
3_5,114,CD,SHOP_ADDRESS,
3_5,",",",",SHOP_ADDRESS,
3_5,Navalar,NNP,SHOP_ADDRESS,
3_5,Road,NNP,SHOP_ADDRESS,
3_5,",",",",SHOP_ADDRESS,
3_5,Jaffna,NNP,SHOP_ADDRESS,
3_5,TEL,NNP,TELEPHONE_NUMBER,
3_5,:021,VBD,TELEPHONE_NUMBER,
3_5,222,CD,TELEPHONE_NUMBER,
3_5,4343,CD,TELEPHONE_NUMBER,
3_5,"March,20,2019,13:34",NNP,TIME,
3_5,Ref,NNP,INVOICE_NUMBER,
3_5,277679,CD,INVOICE_NUMBER,
3_5,User,NNP,USER,
3_5,sivaa,JJ,USER,
3_5,Ritzbury,NNP,PRODUCT_NAME,
3_5,choc,NN,PRODUCT_NAME,
3_5,a,DT,PRODUCT_NAME,
3_5,nut,JJ,PRODUCT_NAME,
3_5,:,:,PRODUCT_NAME,
3_5,60g,CD,PRODUCT_NAME,
3_5,CS00052,NN,BATCH_CODE,
3_5,:,:,EXTRA,
3_5,4,CD,QTY,
3_5,x5.00,NN,UNIT_PRICE,
3_5,=,VBD,EXTRA,
3_5,200,CD,AMOUNT,
3_5,No,NNP,TOTAL_ITEMS,
3_5,of,IN,TOTAL_ITEMS,
3_5,item,NN,TOTAL_ITEMS,
3_5,:,:,TOTAL_ITEMS,
3_5,1,CD,TOTAL_ITEMS,
3_5,Total,NN,TOTAL,
3_5,:,:,TOTAL,
3_5,RS,JJ,TOTAL,
3_5,200,CD,TOTAL,
3_5,Paid,VBN,CASH,
3_5,by,IN,CASH,
3_5,cash,NN,CASH,
3_5,:,:,CASH,
3_5,RS,JJ,CASH,
3_5,500,CD,CASH,
3_5,Change,NN,BALANCE,
3_5,:,:,BALANCE,
3_5,RS,JJ,BALANCE,
3_5,300,CD,BALANCE,
3_5,Thank,NNP,EXTRA,
3_5,You,PRP,EXTRA,
3_5,For,IN,EXTRA,
3_5,Shopping,VBG,EXTRA,
3_5,Notice,NNP,EXTRA,
3_5,Any,NNP,EXTRA,
3_5,Discrepancy,NNP,EXTRA,
3_5,",",",",EXTRA,
3_5,return,VBP,EXTRA,
3_5,the,DT,EXTRA,
3_5,item,NN,EXTRA,
3_5,(,(,EXTRA,
3_5,exchangeable*,NN,EXTRA,
3_5,),),EXTRA,
3_5,&,CC,EXTRA,
3_5,bill,NN,EXTRA,
3_5,within,IN,EXTRA,
3_5,7days,CD,EXTRA,
3_5,Designed,VBN,EXTRA,
3_5,by,IN,EXTRA,
3_5,NVM,NNP,EXTRA,
3_5,SOLUTIONS,NNP,EXTRA,
3_5,776843023,CD,EXTRA,
3_5,",",",",EXTRA,
3_5,113159693,CD,EXTRA,
3_3,Mega,JJ,SHOP_NAME,
3_3,Mall,NNP,SHOP_NAME,
3_3,Super,NNP,SHOP_NAME,
3_3,Market,NNP,SHOP_NAME,
3_3,114,CD,SHOP_ADDRESS,
3_3,",",",",SHOP_ADDRESS,
3_3,Navalar,NNP,SHOP_ADDRESS,
3_3,Road,NNP,SHOP_ADDRESS,
3_3,",",",",SHOP_ADDRESS,
3_3,Jaffna,NNP,SHOP_ADDRESS,
3_3,TEL,NNP,TELEPHONE_NUMBER,
3_3,:021,VBD,TELEPHONE_NUMBER,
3_3,222,CD,TELEPHONE_NUMBER,
3_3,4343,CD,TELEPHONE_NUMBER,
3_3,"March,23,2019,11:58",NNP,TIME,
3_3,Ref,NNP,INVOICE_NUMBER,
3_3,278545,CD,INVOICE_NUMBER,
3_3,User,NNP,USER,
3_3,sivaa,NN,USER,
3_3,Maliban,NNP,PRODUCT_NAME,
3_3,faluda,VBZ,PRODUCT_NAME,
3_3,marie,JJ,PRODUCT_NAME,
3_3,biscuits:75g,JJ,PRODUCT_NAME,
3_3,BS09019,NNP,BATCH_CODE,
3_3,:,:,EXTRA,
3_3,1,CD,QTY,
3_3,x,$,EXTRA,
3_3,40,CD,UNIT_PRICE,
3_3,=,JJ,EXTRA,
3_3,40,CD,AMOUNT,
3_3,Maliban,NNP,PRODUCT_NAME,
3_3,real,JJ,PRODUCT_NAME,
3_3,doubles,NNS,PRODUCT_NAME,
3_3,:,:,PRODUCT_NAME,
3_3,strawberry,NN,PRODUCT_NAME,
3_3,100g,CD,PRODUCT_NAME,
3_3,BS00409,NNP,BATCH_CODE,
3_3,:,:,EXTRA,
3_3,1,CD,QTY,
3_3,x,$,EXTRA,
3_3,60,CD,UNIT_PRICE,
3_3,=,JJ,EXTRA,
3_3,60,CD,AMOUNT,
3_3,Munchee,NNP,PRODUCT_NAME,
3_3,potato,NN,PRODUCT_NAME,
3_3,cracker,NN,PRODUCT_NAME,
3_3,:,:,PRODUCT_NAME,
3_3,150g,CD,PRODUCT_NAME,
3_3,BS01150,NNP,BATCH_CODE,
3_3,:,:,EXTRA,
3_3,1,CD,QTY,
3_3,x,$,EXTRA,
3_3,100,CD,UNIT_PRICE,
3_3,=,JJ,EXTRA,
3_3,100,CD,AMOUNT,
3_3,Nelli,NNP,PRODUCT_NAME,
3_3,crush:amirtham,JJ,PRODUCT_NAME,
3_3,Nov:75,JJ,PRODUCT_NAME,
3_3,JS00249,NN,BATCH_CODE,
3_3,:,:,EXTRA,
3_3,1,CD,QTY,
3_3,x,$,EXTRA,
3_3,280,CD,UNIT_PRICE,
3_3,=,NNP,EXTRA,
3_3,280,CD,AMOUNT,
3_3,No,NNP,TOTAL_ITEMS,
3_3,of,IN,TOTAL_ITEMS,
3_3,item,NN,TOTAL_ITEMS,
3_3,:,:,TOTAL_ITEMS,
3_3,4,CD,TOTAL_ITEMS,
3_3,Total,NN,TOTAL,
3_3,:,:,TOTAL,
3_3,RS,JJ,TOTAL,
3_3,480,CD,TOTAL,
3_3,Paid,VBN,CASH,
3_3,by,IN,CASH,
3_3,card,NN,CASH,
3_3,:,:,CASH,
3_3,RS,JJ,CASH,
3_3,480,CD,CASH,
3_3,Paid,VBN,CASH,
3_3,by,IN,CASH,
3_3,cash,NN,CASH,
3_3,:,:,CASH,
3_3,RS,JJ,CASH,
3_3,0,CD,CASH,
3_3,Change,NN,BALANCE,
3_3,:,:,BALANCE,
3_3,RS,JJ,BALANCE,
3_3,0,CD,BALANCE,
3_3,Thank,NNP,EXTRA,
3_3,You,PRP,EXTRA,
3_3,For,IN,EXTRA,
3_3,Shopping,VBG,EXTRA,
3_3,Notice,NNP,EXTRA,
3_3,Any,NNP,EXTRA,
3_3,Discrepancy,NNP,EXTRA,
3_3,",",",",EXTRA,
3_3,return,VBP,EXTRA,
3_3,the,DT,EXTRA,
3_3,item,NN,EXTRA,
3_3,(,(,EXTRA,
3_3,exchangeable*,NN,EXTRA,
3_3,),),EXTRA,
3_3,&,CC,EXTRA,
3_3,bill,NN,EXTRA,
3_3,within,IN,EXTRA,
3_3,7days,CD,EXTRA,
3_3,Designed,VBN,EXTRA,
3_3,by,IN,EXTRA,
3_3,NVM,NNP,EXTRA,
3_3,SOLUTIONS,NNP,EXTRA,
3_3,776843023,CD,EXTRA,
3_3,",",",",EXTRA,
3_3,113159693,CD,EXTRA,
3_9,Mega,JJ,SHOP_NAME,
3_9,Mall,NNP,SHOP_NAME,
3_9,Super,NNP,SHOP_NAME,
